Date;ADA in USD;ADA in USD;ADA in USD;AE in USD;AE in USD;AE in USD;AION in USD;AION in USD;AION in USD;ARDR in USD;ARDR in USD;ARDR in USD;ARK in USD;ARK in USD;ARK in USD;BAT in USD;BAT in USD;BAT in USD;BCC in USD;BCC in USD;BCC in USD;BCH in USD;BCH in USD;BCH in USD;BCN in USD;BCN in USD;BCN in USD;BNB in USD;BNB in USD;BNB in USD;BNT in USD;BNT in USD;BNT in USD;BTCD in USD;BTCD in USD;BTCD in USD;BTG in USD;BTG in USD;BTG in USD;BTM in USD;BTM in USD;BTM in USD;BTS in USD;BTS in USD;BTS in USD;BTX in USD;BTX in USD;BTX in USD;CNX in USD;CNX in USD;CNX in USD;CVC in USD;CVC in USD;CVC in USD;DASH in USD;DASH in USD;DASH in USD;DCN in USD;DCN in USD;DCN in USD;DCR in USD;DCR in USD;DCR in USD;DENT in USD;DENT in USD;DENT in USD;DGB in USD;DGB in USD;DGB in USD;DGD in USD;DGD in USD;DGD in USD;DOGE in USD;DOGE in USD;DOGE in USD;DRGN in USD;DRGN in USD;DRGN in USD;ELF in USD;ELF in USD;ELF in USD;EMC in USD;EMC in USD;EMC in USD;ENG in USD;ENG in USD;ENG in USD;EOS in USD;EOS in USD;EOS in USD;ETC in USD;ETC in USD;ETC in USD;ETH in USD;ETH in USD;ETH in USD;ETHOS in USD;ETHOS in USD;ETHOS in USD;ETN in USD;ETN in USD;ETN in USD;FCT in USD;FCT in USD;FCT in USD;FUN in USD;FUN in USD;FUN in USD;GAME in USD;GAME in USD;GAME in USD;GAS in USD;GAS in USD;GAS in USD;GBYTE in USD;GBYTE in USD;GBYTE in USD;GNO in USD;GNO in USD;GNO in USD;GNT in USD;GNT in USD;GNT in USD;GXS in USD;GXS in USD;GXS in USD;HSR in USD;HSR in USD;HSR in USD;ICN in USD;ICN in USD;ICN in USD;ICX in USD;ICX in USD;ICX in USD;KCS in USD;KCS in USD;KCS in USD;KIN in USD;KIN in USD;KIN in USD;KMD in USD;KMD in USD;KMD in USD;KNC in USD;KNC in USD;KNC in USD;LINK in USD;LINK in USD;LINK in USD;LRC in USD;LRC in USD;LRC in USD;LSK in USD;LSK in USD;LSK in USD;LTC in USD;LTC in USD;LTC in USD;MAID in USD;MAID in USD;MAID in USD;MED in USD;MED in USD;MED in USD;MIOTA in USD;MIOTA in USD;MIOTA in USD;MONA in USD;MONA in USD;MONA in USD;NAS in USD;NAS in USD;NAS in USD;NEBL in USD;NEBL in USD;NEBL in USD;NEO in USD;NEO in USD;NEO in USD;NXS in USD;NXS in USD;NXS in USD;NXT in USD;NXT in USD;NXT in USD;OMG in USD;OMG in USD;OMG in USD;PART in USD;PART in USD;PART in USD;PAY in USD;PAY in USD;PAY in USD;PIVX in USD;PIVX in USD;PIVX in USD;POWR in USD;POWR in USD;POWR in USD;PPT in USD;PPT in USD;PPT in USD;QASH in USD;QASH in USD;QASH in USD;QSP in USD;QSP in USD;QSP in USD;QTUM in USD;QTUM in USD;QTUM in USD;RDD in USD;RDD in USD;RDD in USD;REP in USD;REP in USD;REP in USD;REQ in USD;REQ in USD;REQ in USD;RHOC in USD;RHOC in USD;RHOC in USD;SALT in USD;SALT in USD;SALT in USD;SC in USD;SC in USD;SC in USD;SMART in USD;SMART in USD;SMART in USD;SNT in USD;SNT in USD;SNT in USD;STEEM in USD;STEEM in USD;STEEM in USD;STR in USD;STR in USD;STR in USD;STRAT in USD;STRAT in USD;STRAT in USD;SUB in USD;SUB in USD;SUB in USD;SYS in USD;SYS in USD;SYS in USD;TRX in USD;TRX in USD;TRX in USD;USDT in USD;USDT in USD;USDT in USD;VEN in USD;VEN in USD;VEN in USD;VERI in USD;VERI in USD;VERI in USD;WAVES in USD;WAVES in USD;WAVES in USD;WAX in USD;WAX in USD;WAX in USD;WTC in USD;WTC in USD;WTC in USD;XEM in USD;XEM in USD;XEM in USD;XMR in USD;XMR in USD;XMR in USD;XP in USD;XP in USD;XP in USD;XRB in USD;XRB in USD;XRB in USD;XRP in USD;XRP in USD;XRP in USD;XVG in USD;XVG in USD;XVG in USD;XZC in USD;XZC in USD;XZC in USD;ZCL in USD;ZCL in USD;ZCL in USD;ZEC in USD;ZEC in USD;ZEC in USD;ZRX in USD;ZRX in USD;ZRX in USD;
;close;volume;marketCap;close;volume;marketCap;close;volume;marketCap;close;volume;marketCap;close;volume;marketCap;close;volume;marketCap;close;volume;marketCap;close;volume;marketCap;close;volume;marketCap;close;volume;marketCap;close;volume;marketCap;close;volume;marketCap;close;volume;marketCap;close;volume;marketCap;close;volume;marketCap;close;volume;marketCap;close;volume;marketCap;close;volume;marketCap;close;volume;marketCap;close;volume;marketCap;close;volume;marketCap;close;volume;marketCap;close;volume;marketCap;close;volume;marketCap;close;volume;marketCap;close;volume;marketCap;close;volume;marketCap;close;volume;marketCap;close;volume;marketCap;close;volume;marketCap;close;volume;marketCap;close;volume;marketCap;close;volume;marketCap;close;volume;marketCap;close;volume;marketCap;close;volume;marketCap;close;volume;marketCap;close;volume;marketCap;close;volume;marketCap;close;volume;marketCap;close;volume;marketCap;close;volume;marketCap;close;volume;marketCap;close;volume;marketCap;close;volume;marketCap;close;volume;marketCap;close;volume;marketCap;close;volume;marketCap;close;volume;marketCap;close;volume;marketCap;close;volume;marketCap;close;volume;marketCap;close;volume;marketCap;close;volume;marketCap;close;volume;marketCap;close;volume;marketCap;close;volume;marketCap;close;volume;marketCap;close;volume;marketCap;close;volume;marketCap;close;volume;marketCap;close;volume;marketCap;close;volume;marketCap;close;volume;marketCap;close;volume;marketCap;close;volume;marketCap;close;volume;marketCap;close;volume;marketCap;close;volume;marketCap;close;volume;marketCap;close;volume;marketCap;close;volume;marketCap;close;volume;marketCap;close;volume;marketCap;close;volume;marketCap;close;volume;marketCap;close;volume;marketCap;close;volume;marketCap;close;volume;marketCap;close;volume;marketCap;close;volume;marketCap;close;volume;marketCap;close;volume;marketCap;close;volume;marketCap;close;volume;marketCap;close;volume;marketCap;close;volume;marketCap;close;volume;marketCap;close;volume;marketCap;close;volume;marketCap;close;volume;marketCap;close;volume;marketCap;close;volume;marketCap;close;volume;marketCap;close;volume;marketCap;close;volume;marketCap;close;volume;marketCap;close;volume;marketCap;close;volume;marketCap;close;volume;marketCap;close;volume;marketCap;
2018-01-01;0,728657000000000;150186000,000000000000000;18637600000,000000000000000;1,300000000000000;1312670,000000000000000;308110000,000000000000000;5,440000000000000;6965630,000000000000000;321171000,000000000000000;1,610000000000000;30592600,000000000000000;1724810000,000000000000000;7,610000000000000;19811000,000000000000000;689511000,000000000000000;0,475599000000000;23566200,000000000000000;413187000,000000000000000;385,500000000000000;27366000,000000000000000;2605740000,000000000000000;2432,539999999999964;922813000,000000000000000;42804800000,000000000000000;0,005924000000000;4795730,000000000000000;1081230000,000000000000000;8,410000000000000;66422800,000000000000000;854444000,000000000000000;5,360000000000000;7968180,000000000000000;215694000,000000000000000;316,839999999999975;198190,000000000000000;421521000,000000000000000;272,899999999999977;143836000,000000000000000;4379180000,000000000000000;0,366796000000000;14426400,000000000000000;352657000,000000000000000;0,768535000000000;79584500,000000000000000;1731710000,000000000000000;23,410000000000000;4503390,000000000000000;51627600,000000000000000;4,590000000000000;244629,000000000000000;226441000,000000000000000;0,906649000000000;19144800,000000000000000;296669000,000000000000000;1053,980000000000018;138567000,000000000000000;8207990000,000000000000000;0,000528000000000;493210,000000000000000;182138000,000000000000000;109,010000000000005;3794590,000000000000000;622804000,000000000000000;0,018232000000000;5310690,000000000000000;207893000,000000000000000;0,070634000000000;25680600,000000000000000;681700000,000000000000000;162,919999999999987;5648270,000000000000000;313207000,000000000000000;0,008909000000000;50616900,000000000000000;1016690000,000000000000000;1,960000000000000;10405100,000000000000000;330635000,000000000000000;1,050000000000000;102594000,000000000000000;248446000,000000000000000;3,180000000000000;2711850,000000000000000;117462000,000000000000000;3,250000000000000;13279100,000000000000000;196044000,000000000000000;8,840000000000000;331073000,000000000000000;5041600000,000000000000000;34,170000000000002;870413000,000000000000000;2770760000,000000000000000;772,639999999999986;2595760000,000000000000000;73075800000,000000000000000;3,920000000000000;14587400,000000000000000;220265000,000000000000000;0,082350000000000;4130520,000000000000000;438442000,000000000000000;64,810000000000002;104632000,000000000000000;509929000,000000000000000;0,085914000000000;36808800,000000000000000;363838000,000000000000000;4,110000000000000;3980400,000000000000000;266494000,000000000000000;31,440000000000001;9620240,000000000000000;275535000,000000000000000;779,029999999999973;1958040,000000000000000;444699000,000000000000000;227,069999999999993;4679640,000000000000000;231966000,000000000000000;0,932031000000000;36414200,000000000000000;709079000,000000000000000;4,920000000000000;6936160,000000000000000;213413000,000000000000000;28,280000000000001;244012000,000000000000000;1258150000,000000000000000;2,540000000000000;3084440,000000000000000;273335000,000000000000000;6,160000000000000;103225000,000000000000000;2017570000,000000000000000;3,710000000000000;4063470,000000000000000;324898000,000000000000000;0,000364000000000;3381860,000000000000000;342448000,000000000000000;9,730000000000000;11458100,000000000000000;1024210000,000000000000000;3,060000000000000;22476900,000000000000000;351759000,000000000000000;0,733563000000000;11506300,000000000000000;210145000,000000000000000;0,456178000000000;5781390,000000000000000;131690000,000000000000000;21,129999999999999;46809500,000000000000000;2409860000,000000000000000;229,030000000000001;633142000,000000000000000;12639700000,000000000000000;1,110000000000000;22130000,000000000000000;428599000,000000000000000;0,038809000000000;2578770,000000000000000;133304000,000000000000000;3,970000000000000;256630000,000000000000000;9883750000,000000000000000;9,990000000000000;7236100,000000000000000;574099000,000000000000000;5,290000000000000;8631880,000000000000000;0,000000000000000;9,140000000000001;2443900,000000000000000;105982000,000000000000000;78,819999999999993;142094000,000000000000000;4952450000,000000000000000;3,100000000000000;768096,000000000000000;174154000,000000000000000;0,641351000000000;80812200,000000000000000;687588000,000000000000000;19,329999999999998;166860000,000000000000000;1999550000,000000000000000;21,449999999999999;649019,000000000000000;167201000,000000000000000;4,030000000000000;16548300,000000000000000;423356000,000000000000000;10,740000000000000;5455340,000000000000000;576317000,000000000000000;1,060000000000000;48577100,000000000000000;362957000,000000000000000;41,729999999999997;1770540,000000000000000;1537470000,000000000000000;0,889768000000000;14620300,000000000000000;305460000,000000000000000;0,394985000000000;33652700,000000000000000;232193000,000000000000000;60,880000000000003;708818000,000000000000000;4597210000,000000000000000;0,010134000000000;27199400,000000000000000;332647000,000000000000000;74,480000000000004;11556700,000000000000000;773852000,000000000000000;0,820232000000000;106965000,000000000000000;388658000,000000000000000;1,350000000000000;2409160,000000000000000;129169000,000000000000000;12,410000000000000;35137200,000000000000000;697227000,000000000000000;0,030770000000000;17306300,000000000000000;945419000,000000000000000;0,422486000000000;451068,000000000000000;216494000,000000000000000;0,255234000000000;148184000,000000000000000;848701000,000000000000000;4,010000000000000;32488100,000000000000000;744499000,000000000000000;0,480008000000000;669372000,000000000000000;6436760000,000000000000000;15,699999999999999;75643600,000000000000000;1388100000,000000000000000;1,050000000000000;8097880,000000000000000;247805000,000000000000000;0,749514000000000;9278490,000000000000000;393950000,000000000000000;0,051695000000000;516798000,000000000000000;2937740000,000000000000000;1,010000000000000;1685300000,000000000000000;1385260000,000000000000000;2,430000000000000;68193900,000000000000000;636456000,000000000000000;343,120000000000005;890956,000000000000000;688682000,000000000000000;12,570000000000000;43302300,000000000000000;1262600000,000000000000000;0,827803000000000;14673900,000000000000000;456851000,000000000000000;11,340000000000000;27012000,000000000000000;283308000,000000000000000;1,040000000000000;58202800,000000000000000;9315310000,000000000000000;358,990000000000009;110244000,000000000000000;5434340000,000000000000000;0,001523000000000;8582680,000000000000000;358433000,000000000000000;29,570000000000000;55211700,000000000000000;2905250000,000000000000000;2,390000000000000;1894230000,000000000000000;88945900000,000000000000000;0,156131000000000;816280000,000000000000000;3195980000,000000000000000;125,439999999999998;16843000,000000000000000;426327000,000000000000000;102,299999999999997;22625000,000000000000000;196024000,000000000000000;577,190000000000055;234555000,000000000000000;1502590000,000000000000000;0,877714000000000;19205400,000000000000000;429676000,000000000000000;
2018-01-02;0,782587000000000;289712000,000000000000000;18788700000,000000000000000;1,380000000000000;2867610,000000000000000;303743000,000000000000000;8,630000000000001;60766500,000000000000000;333341000,000000000000000;1,840000000000000;35898800,000000000000000;1606010000,000000000000000;7,870000000000000;27221700,000000000000000;743014000,000000000000000;0,563300000000000;61507700,000000000000000;473987000,000000000000000;428,600000000000023;25422700,000000000000000;2387210000,000000000000000;2711,000000000000000;1831230000,000000000000000;41114800000,000000000000000;0,006390000000000;9927780,000000000000000;1077120000,000000000000000;8,840000000000000;104789000,000000000000000;837431000,000000000000000;6,010000000000000;14395900,000000000000000;218746000,000000000000000;352,399999999999977;511037,000000000000000;403634000,000000000000000;277,079999999999984;117571000,000000000000000;4610460000,000000000000000;0,379601000000000;21608200,000000000000000;362684000,000000000000000;0,792659000000000;138314000,000000000000000;2001140000,000000000000000;24,859999999999999;5714230,000000000000000;50453400,000000000000000;4,630000000000000;314199,000000000000000;206704000,000000000000000;1,080000000000000;47442300,000000000000000;309793000,000000000000000;1217,720000000000027;257110000,000000000000000;8218420000,000000000000000;0,000471000000000;804178,000000000000000;171816000,000000000000000;108,329999999999998;6666070,000000000000000;701308000,000000000000000;0,024418000000000;19603700,000000000000000;194260000,000000000000000;0,065809000000000;54081500,000000000000000;673331000,000000000000000;175,219999999999999;8584280,000000000000000;325968000,000000000000000;0,009145000000000;89424100,000000000000000;998995000,000000000000000;2,550000000000000;21727200,000000000000000;466728000,000000000000000;1,050000000000000;94632300,000000000000000;260965000,000000000000000;3,440000000000000;2028680,000000000000000;131076000,000000000000000;5,100000000000000;91834300,000000000000000;242929000,000000000000000;9,330000000000000;552189000,000000000000000;5144580000,000000000000000;34,920000000000002;615984000,000000000000000;3405130000,000000000000000;884,440000000000055;5783350000,000000000000000;74695700000,000000000000000;4,570000000000000;19243800,000000000000000;294363000,000000000000000;0,086708000000000;6373440,000000000000000;412430000,000000000000000;60,359999999999999;67878600,000000000000000;567190000,000000000000000;0,089483000000000;30096800,000000000000000;363920000,000000000000000;4,780000000000000;13983400,000000000000000;265998000,000000000000000;32,710000000000001;28793100,000000000000000;286853000,000000000000000;813,799999999999955;2618600,000000000000000;497614000,000000000000000;268,610000000000014;11729800,000000000000000;251041000,000000000000000;1,090000000000000;80527100,000000000000000;779073000,000000000000000;5,840000000000000;17278400,000000000000000;198865000,000000000000000;26,230000000000000;222538000,000000000000000;1187350000,000000000000000;2,860000000000000;6093530,000000000000000;253603000,000000000000000;6,490000000000000;159429000,000000000000000;2328010000,000000000000000;7,280000000000000;14093000,000000000000000;336347000,000000000000000;0,000394000000000;1568590,000000000000000;275748000,000000000000000;10,430000000000000;16435300,000000000000000;1002940000,000000000000000;3,420000000000000;27472100,000000000000000;412475000,000000000000000;0,673712000000000;12671100,000000000000000;255179000,000000000000000;0,487843000000000;10427400,000000000000000;130917000,000000000000000;21,949999999999999;72049200,000000000000000;2465830000,000000000000000;255,680000000000007;1237950000,000000000000000;12496900000,000000000000000;1,100000000000000;16321800,000000000000000;502346000,000000000000000;0,041894000000000;4249420,000000000000000;115694000,000000000000000;4,000000000000000;269750000,000000000000000;11363400000,000000000000000;10,279999999999999;15042600,000000000000000;565132000,000000000000000;5,540000000000000;18219900,000000000000000;0,000000000000000;8,310000000000000;2407610,000000000000000;114757000,000000000000000;90,329999999999998;373377000,000000000000000;5104180000,000000000000000;3,230000000000000;2206790,000000000000000;167973000,000000000000000;0,627515000000000;86632300,000000000000000;642557000,000000000000000;20,300000000000001;229553000,000000000000000;1973980000,000000000000000;21,010000000000002;1513320,000000000000000;167877000,000000000000000;4,240000000000000;34190000,000000000000000;419409000,000000000000000;11,619999999999999;7467320,000000000000000;593267000,000000000000000;1,280000000000000;91753300,000000000000000;379411000,000000000000000;44,680000000000000;3275410,000000000000000;1538300000,000000000000000;0,995800000000000;24755600,000000000000000;311522000,000000000000000;0,438467000000000;61451100,000000000000000;245150000,000000000000000;60,719999999999999;597468000,000000000000000;4514720000,000000000000000;0,013080000000000;35460200,000000000000000;294657000,000000000000000;79,469999999999999;20448000,000000000000000;819448000,000000000000000;0,783648000000000;56771500,000000000000000;520698000,000000000000000;2,420000000000000;5207890,000000000000000;249791000,000000000000000;11,940000000000000;45439100,000000000000000;673909000,000000000000000;0,030722000000000;40687600,000000000000000;970196000,000000000000000;0,437708000000000;872412,000000000000000;223671000,000000000000000;0,317330000000000;126276000,000000000000000;894397000,000000000000000;6,690000000000000;118530000,000000000000000;982775000,000000000000000;0,564766000000000;676667000,000000000000000;8873700000,000000000000000;16,079999999999998;63791100,000000000000000;1562840000,000000000000000;1,200000000000000;21501100,000000000000000;238287000,000000000000000;0,794609000000000;22796800,000000000000000;396182000,000000000000000;0,078682000000000;1604040000,000000000000000;3423530000,000000000000000;1,000000000000000;2635860000,000000000000000;1375940000,000000000000000;2,610000000000000;121598000,000000000000000;674724000,000000000000000;377,540000000000020;2011340,000000000000000;700169000,000000000000000;13,350000000000000;61136300,000000000000000;1253640000,000000000000000;0,879037000000000;11388900,000000000000000;405642000,000000000000000;11,470000000000001;31560000,000000000000000;283325000,000000000000000;1,160000000000000;108186000,000000000000000;9374970000,000000000000000;383,420000000000016;224769000,000000000000000;5582210000,000000000000000;0,001100000000000;13561300,000000000000000;287701000,000000000000000;33,700000000000003;103062000,000000000000000;3951460000,000000000000000;2,480000000000000;3171010000,000000000000000;91791800000,000000000000000;0,144905000000000;451026000,000000000000000;2266240000,000000000000000;126,079999999999998;23831900,000000000000000;477341000,000000000000000;92,890000000000001;37613900,000000000000000;181278000,000000000000000;583,509999999999991;207114000,000000000000000;1713990000,000000000000000;0,896672000000000;21864200,000000000000000;417286000,000000000000000;
2018-01-03;1,080000000000000;657398000,000000000000000;20214800000,000000000000000;1,530000000000000;2798770,000000000000000;321289000,000000000000000;8,170000000000000;38547600,000000000000000;528988000,000000000000000;1,950000000000000;36564000,000000000000000;1825240000,000000000000000;7,590000000000000;18263600,000000000000000;771084000,000000000000000;0,651219000000000;53393700,000000000000000;565701000,000000000000000;447,529999999999973;27060700,000000000000000;2636180000,000000000000000;2608,690000000000055;4688840000,000000000000000;45613300000,000000000000000;0,006408000000000;9816790,000000000000000;1165830000,000000000000000;9,539999999999999;108852000,000000000000000;868367000,000000000000000;6,610000000000000;11675000,000000000000000;244900000,000000000000000;373,470000000000027;299922,000000000000000;452466000,000000000000000;270,240000000000009;106643000,000000000000000;4622800000,000000000000000;0,429765000000000;28385300,000000000000000;375105000,000000000000000;0,891892000000000;82722800,000000000000000;2069990000,000000000000000;29,890000000000001;7070830,000000000000000;53229100,000000000000000;4,540000000000000;230339,000000000000000;207850000,000000000000000;1,350000000000000;80342300,000000000000000;369319000,000000000000000;1170,740000000000009;175843000,000000000000000;9422640000,000000000000000;0,000475000000000;579742,000000000000000;154777000,000000000000000;107,120000000000005;6508350,000000000000000;696885000,000000000000000;0,034140000000000;20706800,000000000000000;257134000,000000000000000;0,079641000000000;69436000,000000000000000;637068000,000000000000000;181,009999999999991;6781210,000000000000000;349581000,000000000000000;0,009320000000000;66349900,000000000000000;1023380000,000000000000000;2,780000000000000;14808700,000000000000000;633317000,000000000000000;1,440000000000000;112121000,000000000000000;262889000,000000000000000;3,180000000000000;2409520,000000000000000;141055000,000000000000000;5,670000000000000;108417000,000000000000000;385888000,000000000000000;10,230000000000000;529459000,000000000000000;5394840000,000000000000000;34,859999999999999;910507000,000000000000000;3450400000,000000000000000;962,720000000000027;5093160000,000000000000000;85703500000,000000000000000;6,290000000000000;11899200,000000000000000;345131000,000000000000000;0,086639000000000;6079280,000000000000000;430378000,000000000000000;66,370000000000005;47762500,000000000000000;540791000,000000000000000;0,108342000000000;41199200,000000000000000;379620000,000000000000000;4,470000000000000;9027070,000000000000000;307663000,000000000000000;39,189999999999998;26195800,000000000000000;299250000,000000000000000;819,769999999999982;2880740,000000000000000;523215000,000000000000000;266,449999999999989;6210680,000000000000000;294447000,000000000000000;1,080000000000000;47553900,000000000000000;905330000,000000000000000;8,320000000000000;28909600,000000000000000;236661000,000000000000000;25,210000000000001;236658000,000000000000000;1098690000,000000000000000;3,320000000000000;5326450,000000000000000;286279000,000000000000000;7,340000000000000;147000000,000000000000000;2446920000,000000000000000;7,960000000000000;16777500,000000000000000;672284000,000000000000000;0,000455000000000;1164250,000000000000000;298612000,000000000000000;10,010000000000000;11500400,000000000000000;1085850000,000000000000000;3,590000000000000;24648600,000000000000000;458889000,000000000000000;0,681167000000000;8620400,000000000000000;234430000,000000000000000;0,569930000000000;11634500,000000000000000;139819000,000000000000000;21,000000000000000;79068900,000000000000000;2558310000,000000000000000;245,370000000000005;3215280000,000000000000000;13957800000,000000000000000;1,170000000000000;10299200,000000000000000;495603000,000000000000000;0,039488000000000;2435280,000000000000000;124143000,000000000000000;4,130000000000000;203783000,000000000000000;11109700000,000000000000000;9,690000000000000;12189700,000000000000000;586843000,000000000000000;7,520000000000000;32260000,000000000000000;0,000000000000000;8,430000000000000;2770880,000000000000000;105450000,000000000000000;105,560000000000002;288086000,000000000000000;5869250000,000000000000000;3,950000000000000;3754430,000000000000000;176355000,000000000000000;0,640471000000000;93119500,000000000000000;626655000,000000000000000;20,539999999999999;139039000,000000000000000;2055970000,000000000000000;20,180000000000000;1062180,000000000000000;163952000,000000000000000;4,590000000000000;31290500,000000000000000;441640000,000000000000000;11,090000000000000;7250270,000000000000000;659332000,000000000000000;1,740000000000000;93221200,000000000000000;480096000,000000000000000;51,890000000000001;12062500,000000000000000;1667220000,000000000000000;1,060000000000000;24439100,000000000000000;344811000,000000000000000;0,517937000000000;47626200,000000000000000;262934000,000000000000000;59,090000000000003;673650000,000000000000000;4466390000,000000000000000;0,018056000000000;135084000,000000000000000;374009000,000000000000000;77,469999999999999;14320100,000000000000000;879939000,000000000000000;0,766498000000000;30318500,000000000000000;500942000,000000000000000;2,090000000000000;2351030,000000000000000;443175000,000000000000000;11,529999999999999;44618100,000000000000000;651912000,000000000000000;0,032952000000000;34555700,000000000000000;965822000,000000000000000;0,440263000000000;1012420,000000000000000;234835000,000000000000000;0,665023000000000;594459000,000000000000000;1091230000,000000000000000;8,029999999999999;81599700,000000000000000;1606260000,000000000000000;0,896227000000000;1513270000,000000000000000;10059800000,000000000000000;16,960000000000001;50176600,000000000000000;1587680000,000000000000000;1,360000000000000;14682000,000000000000000;273203000,000000000000000;0,773903000000000;15859000,000000000000000;416713000,000000000000000;0,094703000000000;1136850000,000000000000000;5170990000,000000000000000;1,010000000000000;2471690000,000000000000000;1377120000,000000000000000;3,470000000000000;241740000,000000000000000;722827000,000000000000000;376,050000000000011;1000590,000000000000000;770974000,000000000000000;12,990000000000000;53810900,000000000000000;1331820000,000000000000000;0,825566000000000;12181800,000000000000000;432259000,000000000000000;10,890000000000001;32263600,000000000000000;288923000,000000000000000;1,790000000000000;265016000,000000000000000;10333700000,000000000000000;412,060000000000002;180190000,000000000000000;5953920000,000000000000000;0,002259000000000;16962600,000000000000000;215577000,000000000000000;25,050000000000001;66626500,000000000000000;4456800000,000000000000000;3,110000000000000;6635880000,000000000000000;95457200000,000000000000000;0,145221000000000;354873000,000000000000000;2089650000,000000000000000;124,280000000000001;15323100,000000000000000;481071000,000000000000000;108,250000000000000;27738900,000000000000000;168305000,000000000000000;581,889999999999986;152736000,000000000000000;1727630000,000000000000000;0,974472000000000;18706300,000000000000000;428603000,000000000000000;
